,HCPC,SEQNUM,RECID,LONG DESCRIPTION,SHORT DESCRIPTION,PRICE1,PRICE2,PRICE3,PRICE4,MULT_PI,CIM1,CIM2,CIM3,MCM1,MCM2,MCM3,STATUTE,LABCERT1,LABCERT2,LABCERT3,LABCERT4,LABCERT5,LABCERT6,LABCERT7,LABCERT8,XREF1,XREF2,XREF3,XREF4,XREF5,COV,ASC_GRP,ASC_DT,OPPS,OPPS_PI,OPPS_DT,PROCNOTE,BETOS,TOS1,TOS2,TOS3,TOS4,TOS5,ANEST_BU,ADD DT,ACT EFF DT,TERM DT,ACTION CD
132,   HC,10,7,"Adult program, geriatric",Adult program geriatric,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101.0,,N
133,   HD,10,7,Pregnant/parenting women's program,Pregnant/parenting program,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101.0,,N
134,   HE,10,7,Mental health program,Mental health program,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101.0,,N
135,   HF,10,7,Substance abuse program,Substance abuse program,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101.0,,N
136,   HG,10,7,Opioid addiction treatment program,Opioid addiction tx program,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101.0,,N
137,   HH,10,7,Integrated mental health/substance abuse program,Mental hlth/substance abs pr,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101.0,,N
138,   HI,10,7,Integrated mental health and intellectual disability/developmental disabilities program,Men hlth intel/dev disab pgm,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20140101.0,,N
139,   HJ,10,7,Employee assistance program,Employee assistance program,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101.0,,N
140,   HK,10,7,Specialized mental health programs for high-risk populations,Spec hgh rsk mntl hlth pop p,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101.0,,N
141,   HL,10,7,Intern,Intern,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101.0,,N
142,   HM,10,7,Less than bachelor degree level,Less than bachelor degree lv,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101.0,,N
143,   HN,10,7,Bachelors degree level,Bachelors degree level,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101.0,,N
144,   HO,10,7,Masters degree level,Masters degree level,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101.0,,N
145,   HP,10,7,Doctoral level,Doctoral level,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101.0,,N
146,   HQ,10,7,Group setting,Group setting,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101.0,,N
147,   HR,10,7,Family/couple with client present,Family/couple w client prsnt,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101.0,,N
148,   HS,10,7,Family/couple without client present,Family/couple w/o client prs,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101.0,,N
149,   HT,10,7,Multi-disciplinary team,Multi-disciplinary team,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101.0,,N
150,   HU,10,7,Funded by child welfare agency,Child welfare agency funded,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101.0,,N
151,   HV,10,7,Funded state addictions agency,Funded state addiction agncy,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101.0,,N
152,   HW,10,7,Funded by state mental health agency,State mntl hlth agncy funded,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101.0,,N
153,   HX,10,7,Funded by county/local agency,County/local agency funded,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101.0,,N
154,   HY,10,7,Funded by juvenile justice agency,Funded by juvenile justice,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101.0,,N
155,   HZ,10,7,Funded by criminal justice agency,Criminal justice agncy fund,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101.0,,N
156,   J1,10,7,Competitive acquisition program no-pay submission for a prescription number,Cap no-pay for prescript num,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20060101,20060101.0,,N
157,   J2,10,7,"Competitive acquisition program, restocking of emergency drugs after emergency administration",Cap restock of emerg drugs,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20060101,20060101.0,,N
158,   J3,10,7,"Competitive acquisition program (cap), drug not available through cap as written, reimbursed under average sales price methodology",Cap drug unavail thru cap,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20060101,20060101.0,,N
159,   J4,10,7,Dmepos item subject to dmepos competitive bidding program that is furnished by a hospital upon discharge,Dmepos comp bid furn by hosp,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20100101,20100101.0,,N
160,   J5,10,7,Off-the-shelf orthotic subject to dmepos competitive bidding program that is furnished as part of a physical therapist or occupational therapist professional service,Dmepos comp bid fur by pt/ot,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20201001,20201001.0,,N
161,   JA,10,7,Administered intravenously,Administered intravenously,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20070101,20070101.0,,N
162,   JB,10,7,Administered subcutaneously,Administered subcutaneously,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20070101,20070101.0,,N
163,   JC,10,7,Skin substitute used as a graft,Skin substitute graft,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20090101,20090101.0,,N
164,   JD,10,7,Skin substitute not used as a graft,Skin sub not used as a graft,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20090101,20090101.0,,N
165,   JE,10,7,Administered via dialysate,Administered via dialysate,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20130701,20130701.0,,N
166,   JF,10,7,Compounded drug,Compounded drug,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20150401,20150701.0,20150630.0,N
167,   JG,10,7,"Drug or biological acquired with 340b drug pricing program discount, reported for informational purposes",340b acquired drug,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20180101,20250101.0,20241231.0,N
168,   JK,10,7,One month supply or less of drug or biological,Drug supply 1 month or less,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20230401,20230401.0,,N
169,   JL,10,7,Three month supply of drug or biological,Drug 3 month supply,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20230401,20230401.0,,N
170,   JW,10,7,Drug amount discarded/not administered to any patient,Discarded drug not administe,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20030101,20030101.0,,N
171,   JZ,10,7,Zero drug amount discarded/not administered to any patient,Zero drug wasted,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20230101,20230101.0,,N
172,   K0,10,7,Lower extremity prosthesis functional level 0 - does not have the ability or potential to ambulate or transfer safely with or without assistance and a prosthesis does not enhance their quality of life or mobility.,Lwr ext prost functnl lvl 0,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19930101,20030101.0,,N
173,   K1,10,7,Lower extremity prosthesis functional level 1 - has the ability or potential to use a prosthesis for transfers or ambulation on level surfaces at fixed cadence. typical of the limited and unlimited household ambulator.,Lwr ext prost functnl lvl 1,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19930101,19970101.0,,N
174,   K2,10,7,"Lower extremity prosthesis functional level 2 - has the ability or potential for ambulation with the ability to traverse low level environmental barriers such as curbs, stairs or uneven surfaces.  typical of the limited community ambulator.",Lwr ext prost functnl lvl 2,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19930101,19970101.0,,N
175,   K3,10,7,"Lower extremity prosthesis functional level 3 - has the ability or potential for ambulation with variable cadence.  typical of the community ambulator who has the ability to transverse most environmental barriers and may have vocational, therapeutic, or exercise activity that demands prosthetic utilization beyond simple locomotion.",Lwr ext prost functnl lvl 3,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19930101,19970101.0,,N
176,   K4,10,7,"Lower extremity prosthesis functional level 4 - has the ability or potential for prosthetic ambulation that exceeds the basic ambulation skills, exhibiting high impact, stress, or energy levels, typical of the prosthetic demands of the child, active adult, or athlete.",Lwr ext prost functnl lvl 4,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19930101,19970101.0,,N
177,   KA,10,7,Add on option/accessory for wheelchair,Wheelchair add-on option/acc,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19940101,19970101.0,,N
178,   KB,10,7,"Beneficiary requested upgrade for abn, more than 4 modifiers identified on claim",>4 modifiers on claim,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20030101,20030101.0,,N
179,   KC,10,7,Replacement of special power wheelchair interface,Repl special pwr wc intrface,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20050101,20050101.0,,N
180,   KD,10,7,Drug or biological infused through dme,Drug/biological dme infused,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20040101,20040101.0,,N
181,   KE,10,7,Bid under round one of the dmepos competitive bidding program for use with non-competitive bid base equipment,Bid under round 1 dmepos cb,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20090101,20090101.0,,N
182,   KF,10,7,Item designated by fda as class iii device,Fda class iii device,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20040401,20040401.0,,N
183,   KG,10,7,Dmepos item subject to dmepos competitive bidding program number 1,Dmepos comp bid prgm no 1,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20070701,20070701.0,,N
184,   KH,10,7,"Dmepos item, initial claim, purchase or first month rental","Dmepos ini clm, pur/1 mo rnt",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19940101,19970101.0,,N
185,   KI,10,7,"Dmepos item, second or third month rental",Dmepos 2nd or 3rd mo rental,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19940101,19970101.0,,N
186,   KJ,10,7,"Dmepos item, parenteral enteral nutrition (pen) pump or capped rental, months four to fifteen",Dmepos pen pmp or 4-15mo rnt,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19940101,19970101.0,,N
187,   KK,10,7,Dmepos item subject to dmepos competitive bidding program number 2,Dmepos comp bid prgm no 2,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20070701,20070701.0,,N
188,   KL,10,7,Dmepos item delivered via mail,Dmepos mailorder comp bid,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20070701,20090101.0,,N
189,   KM,10,7,Replacement of facial prosthesis including new impression/moulage,Rplc facial prosth new imp,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19960101,20010101.0,,N
190,   KN,10,7,Replacement of facial prosthesis using previous master model,Rplc facial prosth old mod,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19960101,20010101.0,,N
191,   KO,10,7,Single drug unit dose formulation,Single drug unit dose form,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19970401,19970401.0,,N
192,   KP,10,7,First drug of a multiple drug unit dose formulation,First drug of multi drug u d,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19970401,19970401.0,,N
193,   KQ,10,7,Second or subsequent drug of a multiple drug unit dose formulation,2nd/subsqnt drg multi drg ud,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19970401,19970401.0,,N
194,   KR,10,7,"Rental item, billing for partial month",Rental item partial month,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20020101,20020101.0,,N
195,   KS,10,7,Glucose monitor supply for diabetic beneficiary not treated with insulin,Glucose monitor supply,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,74.0,,,,,,,,19981001,19981001.0,,N
196,   KT,10,7,Beneficiary resides in a competitive bidding area and travels outside that competitive bidding area and receives a competitive bid item,Item from noncontract supply,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20070701,20080401.0,,N
197,   KU,10,7,Dmepos item subject to dmepos competitive bidding program number 3,Dmepos comp bid prgm no 3,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20070701,20070701.0,,N
198,   KV,10,7,Dmepos item subject to dmepos competitive bidding program that is furnished as part of a professional service,"Dmepos item, profession serv",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20080101,20080101.0,,N
199,   KW,10,7,Dmepos item subject to dmepos competitive bidding program number 4,Dmepos comp bid prgm no 4,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20080101,20080101.0,,N
200,   KX,10,7,Requirements specified in the medical policy have been met,Documentation on file,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20020701,20020701.0,,N
201,   KY,10,7,Dmepos item subject to dmepos competitive bidding program number 5,Dmepos comp bid prgm no 5,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20080101,20080101.0,,N
202,   KZ,10,7,New coverage not implemented by managed care,New cov not implement by m+c,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20031001,20031001.0,,N
203,   L1,10,7,Provider attestation that the hospital laboratory test(s) is not packaged under the hospital opps,Separately payable lab test,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20140701,20170101.0,20161231.0,N
204,   LC,10,7,Left circumflex coronary artery,Lft circum coronary artery,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19970101,19970101.0,,N
205,   LD,10,7,Left anterior descending coronary artery,Left ant des coronary artery,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19970101,19970101.0,,N
206,   LL,10,7,Lease/rental (use the 'll' modifier when dme equipment rental is to be applied against the purchase price),Lease/rental (appld to pur),,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19840101,19970101.0,,N
207,   LM,10,7,Left main coronary artery,Left main coronary artery,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20130101,20130101.0,,N
208,   LR,10,7,Laboratory round trip,Laboratory round trip,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19870101,19970101.0,,N
209,   LS,10,7,Fda-monitored intraocular lens implant,Fda-monitored iol implant,,,,,,65-7,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,19910101,19970101.0,,N
210,   LT,10,7,Left side (used to identify procedures performed on the left side of the body),Left side,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19840101,19970101.0,,N
211,   LU,10,7,Fractionated payment,Fractionated payment,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20220101,20230401.0,,N
212,   M2,10,7,Medicare secondary payer (msp),Medicare secondary payer,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20070101,20070101.0,,N
213,   MA,10,7,Ordering professional is not required to consult a clinical decision support mechanism due to service being rendered to a patient with a suspected or confirmed emergency medical condition,Emer med cond susp/confirm,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20200101,20250101.0,20241231.0,N
214,   MB,10,7,Ordering professional is not required to consult a clinical decision support mechanism due to the significant hardship exception of insufficient internet access,"Auc hardship, insuf internet",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20200101,20250101.0,20241231.0,N
215,   MC,10,7,Ordering professional is not required to consult a clinical decision support mechanism due to the significant hardship exception of electronic health record or clinical decision support mechanism vendor issues,"Auc hardship, vendor issues",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20200101,20250101.0,20241231.0,N
216,   MD,10,7,Ordering professional is not required to consult a clinical decision support mechanism due to the significant hardship exception of extreme and uncontrollable circumstances,"Auc hardship, extreme circ",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20200101,20250101.0,20241231.0,N
217,   ME,10,7,The order for this service adheres to appropriate use criteria in the clinical decision support mechanism consulted by the ordering professional,Order adheres to auc,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20200101,20250101.0,20241231.0,N
218,   MF,10,7,The order for this service does not adhere to the appropriate use criteria in the clinical decision support mechanism consulted by the ordering professional,Order does not adhere to auc,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20200101,20250101.0,20241231.0,N
219,   MG,10,7,The order for this service does not have applicable appropriate use criteria in the qualified clinical decision support mechanism consulted by the ordering professional,Auc not applicable to order,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20200101,20250101.0,20241231.0,N
220,   MH,10,7,"Unknown if ordering professional consulted a clinical decision support mechanism for this service, related information was not provided to the furnishing professional or provider",Auc consult not provided,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20200101,20250101.0,20241231.0,N
221,   MS,10,7,Six month maintenance and servicing fee for reasonable and necessary parts and labor which are not covered under any manufacturer or supplier warranty,6-mo maint/svc fee parts/lbr,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19890101,19970101.0,,N
222,   N1,10,7,Group 1 oxygen coverage criteria met,Group 1 oxygen cov crit met,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20230101,20230101.0,,N
223,   N2,10,7,Group 2 oxygen coverage criteria met,Group 2 oxygen cov crit met,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20230101,20230101.0,,N
224,   N3,10,7,Group 3 oxygen coverage criteria met,Group 3 oxygen cov crit met,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20230101,20230101.0,,N
225,   NB,10,7,"Nebulizer system, any type, fda-cleared for use with specific drug",Drug specific nebulizer,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20110101,20110101.0,,N
226,   NR,10,7,New when rented (use the 'nr' modifier when dme which was new at the time of rental is subsequently purchased),New when rented,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19840101,19970101.0,,N
227,   NU,10,7,New equipment,New equipment,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19840101,19970101.0,,N
228,   P1,10,7,A normal healthy patient,Normal healthy patient,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20060101,20060101.0,,N
229,   P2,10,7,A patient with mild systemic disease,Patient w/mild syst disease,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20060101,20060101.0,,N
230,   P3,10,7,A patient with severe systemic disease,Patient w/severe sys disease,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20060101,20060101.0,,N
231,   P4,10,7,A patient with severe systemic disease that is a constant threat to life,Pt w/sev sys dis threat life,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20060101,20060101.0,,N
232,   P5,10,7,A moribund patient who is not expected to survive without the operation,Pt not expect surv w/o oper,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20060101,20060101.0,,N
233,   P6,10,7,A declared brain-dead patient whose organs are being removed for donor purposes,Brain-dead pt organs removed,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20060101,20060101.0,,N
234,   PA,10,7,Surgical or other invasive procedure on wrong body part,"Surgery, wrong body part",,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20090701,20090701.0,,N
235,   PB,10,7,Surgical or other invasive procedure on wrong patient,"Surgery, wrong patient",,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20090701,20090701.0,,N
236,   PC,10,7,Wrong surgery or other invasive procedure on patient,Wrong surgery on patient,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20090701,20090701.0,,N
237,   PD,10,7,Diagnostic or related non diagnostic item or service provided in a wholly owned or operated entity to a patient who is admitted as an inpatient within 3 days,Inp admit w/in 3 days,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20120101,20120101.0,,N
238,   PI,10,7,Positron emission tomography (pet) or pet/computed tomography (ct) to inform the initial treatment strategy of tumors that are biopsy proven or strongly suspected of being cancerous based on other diagnostic testing,Pet tumor init tx strat,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20090701,20090701.0,,N
239,   PL,10,7,Progressive addition lenses,Progressive addition lenses,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19890101,19970101.0,,N
240,   PM,10,7,Post mortem,Post mortem,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20140101,20140101.0,,N
241,   PN,10,7,"Non-excepted service provided at an off-campus, outpatient, provider-based department of a hospital",Non-excepted off-campus svc,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,207.0,,,,,,,,20170101,20170101.0,,N
242,   PO,10,7,"Excepted service provided at an off-campus, outpatient, provider-based department of a hospital",Excepted off-campus service,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,207.0,,,,,,,,20150101,20170101.0,,N
243,   PS,10,7,Positron emission tomography (pet) or pet/computed tomography (ct) to inform the subsequent treatment strategy of cancerous tumors when the beneficiary's treating physician determines that the pet study is needed to inform subsequent anti-tumor strategy,Pet tumor subsq tx strategy,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20090701,20090701.0,,N
244,   PT,10,7,Colorectal cancer screening test; converted to diagnostic test or other procedure,Clrctal screen to diagn,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20110101,20110101.0,,N
245,   Q0,10,7,Investigational clinical service provided in a clinical research study that is in an approved clinical research study,Invest clinical research,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,146.0,,,,,,,,20080101,20080101.0,,N
